RIL2_2,RIL2_8,RIL2_3,EG4-1,RIL2_6,RIL2_1-8,RIL2_4,RIL2_7,RIL2_5,A123-0,RIL2_1
,,,,,NC_029259.1_35082634,,,,,
,,,,,NC_029260.1_171252,,,,,
,,,,,NC_029260.1_334871,,,,,
,,,,,NC_029260.1_898444,,,,,
,,,,,NC_029260.1_1440637,,,,,
,,,,,NC_029260.1_2972804,,,,,
,,,,,NC_029260.1_3049044,,,,,
,,,,,NC_029260.1_4248931,,,,,
,,,,,NC_029260.1_4249080,,,,,
,,,,,NC_029260.1_4616619,,,,,
,,,,,NC_029260.1_5370455,,,,,
,,,,,NC_029260.1_6164427,,,,,
,,,,,NC_029260.1_6586190,,,,,
,,,,,NC_029260.1_14154609,,,,,
,,,,,NC_029260.1_14625557,,,,,
,,,,,NC_029260.1_14652034,,,,,
,,,,,NC_029260.1_14654627,,,,,
,,,,,NC_029260.1_15210312,,,,,
,,,,,NC_029260.1_15213005,,,,,
,,,,,NC_029260.1_15488459,,,,,
,,,,,NC_029260.1_15583220,,,,,
,,,,,NC_029260.1_15586257,,,,,
,,,,,NC_029260.1_15698448,,,,,
,,,,,NC_029260.1_16355428,,,,,
,,,,,NC_029260.1_16364135,,,,,
,,,,,NC_029260.1_16615711,,,,,
,,,,,NC_029260.1_16788406,,,,,
,,,,,NC_029260.1_17519858,,,,,
,,,,,NC_029260.1_17713717,,,,,
,,,,,NC_029260.1_17983773,,,,,
,,,,,NC_029260.1_18695568,,,,,
,,,,,NC_029260.1_18960104,,,,,
,,,,,NC_029260.1_19041506,,,,,
,,,,,NC_029260.1_19725365,,,,,
,,,,,NC_029260.1_19775167,,,,,
,,,,,NC_029260.1_21321063,,,,,
,,,,,NC_029260.1_21678134,,,,,
,,,,,NC_029260.1_22645235,,,,,
,,,,,NC_029260.1_22929720,,,,,
,,,,,NC_029260.1_23257990,,,,,
,,,,,NC_029260.1_25474860,,,,,
,,,,,NC_029260.1_25536623,,,,,
,,,,,NC_029260.1_25546565,,,,,
,,,,,NC_029260.1_26247574,,,,,
,,,,,NC_029260.1_27764121,,,,,
,,,,,NC_029260.1_27853709,,,,,
,,,,,NC_029260.1_28151163,,,,,
,,,,,NC_029260.1_28876021,,,,,
,,,,,NC_029260.1_28878791,,,,,
,,,,,NC_029260.1_28927630,,,,,
,,,,,NC_029260.1_29753426,,,,,
,,,,,NC_029261.1_844778,,,,,
,,,,,NC_029261.1_986516,,,,,
,,,,,NC_029261.1_1521969,,,,,
,,,,,NC_029261.1_1793054,,,,,
,,,,,NC_029261.1_1828572,,,,,
,,,,,NC_029261.1_2035334,,,,,
,,,,,NC_029261.1_2856375,,,,,
,,,,,NC_029261.1_3808396,,,,,
,,,,,NC_029261.1_4093155,,,,,
,,,,,NC_029261.1_4729739,,,,,
,,,,,NC_029261.1_6848915,,,,,
,,,,,NC_029261.1_7690781,,,,,
,,,,,NC_029261.1_8042612,,,,,
,,,,,NC_029261.1_11552864,,,,,
,,,,,NC_029261.1_11864647,,,,,
,,,,,NC_029261.1_14533007,,,,,
,,,,,NC_029261.1_17290337,,,,,
,,,,,NC_029261.1_19697784,,,,,
,,,,,NC_029261.1_19875147,,,,,
,,,,,NC_029261.1_20717706,,,,,
,,,,,NC_029261.1_21010527,,,,,
,,,,,NC_029261.1_21359906,,,,,
,,,,,NC_029261.1_21360125,,,,,
,,,,,NC_029261.1_22646014,,,,,
,,,,,NC_029261.1_23126473,,,,,
,,,,,NC_029261.1_23150796,,,,,
,,,,,NC_029261.1_23535330,,,,,
,,,,,NC_029261.1_24358871,,,,,
,,,,,NC_029261.1_24594638,,,,,
,,,,,NC_029261.1_24736784,,,,,
,,,,,NC_029261.1_25002505,,,,,
,,,,,NC_029261.1_26083883,,,,,
,,,,,NC_029261.1_26417517,,,,,
,,,,,NC_029261.1_26626046,,,,,
,,,,,NC_029261.1_27840590,,,,,
,,,,,NC_029261.1_28586078,,,,,
,,,,,NC_029261.1_29048878,,,,,
,,,,,NC_029261.1_29405403,,,,,
,,,,,NC_029261.1_30049592,,,,,
,,,,,NC_029261.1_30293898,,,,,
,,,,,NC_029261.1_30450782,,,,,
,,,,,NC_029261.1_31011987,,,,,
,,,,,NC_029261.1_31169518,,,,,
,,,,,NC_029262.1_734328,,,,,
,,,,,NC_029262.1_1035228,,,,,
,,,,,NC_029262.1_1246394,,,,,
,,,,,NC_029262.1_1765517,,,,,
,,,,,NC_029262.1_1788060,,,,,
,,,,,NC_029262.1_3202958,,,,,
,,,,,NC_029262.1_3667747,,,,,
,,,,,NC_029262.1_4019951,,,,,
,,,,,NC_029262.1_4031361,,,,,
,,,,,NC_029262.1_4049586,,,,,
,,,,,NC_029262.1_4283790,,,,,
,,,,,NC_029262.1_7003898,,,,,
,,,,,NC_029262.1_7314673,,,,,
,,,,,NC_029262.1_7544634,,,,,
,,,,,NC_029262.1_7972040,,,,,
,,,,,NC_029262.1_8879927,,,,,
,,,,,NC_029262.1_11852824,,,,,
,,,,,NC_029262.1_13481674,,,,,
,,,,,NC_029262.1_14975640,,,,,
,,,,,NC_029262.1_16023231,,,,,
,,,,,NC_029262.1_17125849,,,,,
,,,,,NC_029262.1_18616404,,,,,
,,,,,NC_029262.1_19446277,,,,,
,,,,,NC_029262.1_20587125,,,,,
,,,,,NC_029262.1_20615707,,,,,
,,,,,NC_029262.1_21376224,,,,,
,,,,,NC_029262.1_21402839,,,,,
,,,,,NC_029262.1_22060084,,,,,
,,,,,NC_029262.1_22679546,,,,,
,,,,,NC_029262.1_23009796,,,,,
,,,,,NC_029262.1_23272149,,,,,
,,,,,NC_029262.1_23559207,,,,,
,,,,,NC_029262.1_23580941,,,,,
,,,,,NC_029262.1_23684823,,,,,
,,,,,NC_029262.1_24315407,,,,,
,,,,,NC_029262.1_24773097,,,,,
,,,,,NC_029262.1_26090553,,,,,
,,,,,NC_029262.1_26156681,,,,,
,,,,,NC_029262.1_26909813,,,,,
,,,,,NC_029262.1_27443315,,,,,
,,,,,NC_029262.1_29002783,,,,,
,,,,,NC_029262.1_29015071,,,,,
,,,,,NC_029262.1_29076496,,,,,
,,,,,NC_029262.1_29484348,,,,,
,,,,,NC_029263.1_115834,,,,,
,,,,,NC_029263.1_264276,,,,,
,,,,,NC_029263.1_458414,,,,,
,,,,,NC_029263.1_737333,,,,,
,,,,,NC_029263.1_973879,,,,,
,,,,,NC_029263.1_5033538,,,,,
,,,,,NC_029263.1_5326964,,,,,
,,,,,NC_029263.1_5556704,,,,,
,,,,,NC_029263.1_8261894,,,,,
,,,,,NC_029263.1_8581519,,,,,
,,,,,NC_029263.1_8655024,,,,,
,,,,,NC_029263.1_9385126,,,,,
,,,,,NC_029263.1_9683722,,,,,
,,,,,NC_029263.1_9778571,,,,,
,,,,,NC_029263.1_10236780,,,,,
,,,,,NC_029263.1_11403144,,,,,
,,,,,NC_029263.1_13103110,,,,,
,,,,,NC_029263.1_14721481,,,,,
,,,,,NC_029263.1_15632446,,,,,
,,,,,NC_029263.1_16354684,,,,,
,,,,,NC_029263.1_19456158,,,,,
,,,,,NC_029263.1_19671062,,,,,
,,,,,NC_029263.1_19840875,,,,,
,,,,,NC_029263.1_23714170,,,,,
,,,,,NC_029263.1_24881079,,,,,
,,,,,NC_029263.1_26430164,,,,,
,,,,,NC_029263.1_26602700,,,,,
,,,,,NC_029263.1_28359620,,,,,
,,,,,NC_029263.1_28359810,,,,,
,,,,,NC_029264.1_643090,,,,,
,,,,,NC_029264.1_968866,,,,,
,,,,,NC_029264.1_1084608,,,,,
,,,,,NC_029264.1_2094377,,,,,
,,,,,NC_029264.1_6030899,,,,,
,,,,,NC_029264.1_7117394,,,,,
,,,,,NC_029264.1_7248750,,,,,
,,,,,NC_029264.1_7294080,,,,,
,,,,,NC_029264.1_10863117,,,,,
,,,,,NC_029264.1_11632407,,,,,
,,,,,NC_029264.1_12453631,,,,,
,,,,,NC_029264.1_13736140,,,,,
,,,,,NC_029264.1_13739918,,,,,
,,,,,NC_029264.1_14118722,,,,,
,,,,,NC_029264.1_15292526,,,,,
,,,,,NC_029264.1_15394517,,,,,
,,,,,NC_029264.1_15441737,,,,,
,,,,,NC_029264.1_15943212,,,,,
,,,,,NC_029264.1_16024217,,,,,
,,,,,NC_029264.1_16330822,,,,,
,,,,,NC_029264.1_16690611,,,,,
,,,,,NC_029264.1_17452749,,,,,
,,,,,NC_029264.1_17901600,,,,,
,,,,,NC_029264.1_18186640,,,,,
,,,,,NC_029264.1_18354393,,,,,
,,,,,NC_029264.1_18705898,,,,,
,,,,,NC_029264.1_19596971,,,,,
,,,,,NC_029264.1_19832666,,,,,
,,,,,NC_029264.1_19853963,,,,,
,,,,,NC_029264.1_20473692,,,,,
,,,,,NC_029264.1_20804029,,,,,
,,,,,NC_029264.1_20805719,,,,,
,,,,,NC_029264.1_21306203,,,,,
,,,,,NC_029264.1_21322651,,,,,
,,,,,NC_029264.1_22064461,,,,,
,,,,,NC_029264.1_22089214,,,,,
,,,,,NC_029264.1_22186804,,,,,
,,,,,NC_029264.1_22706825,,,,,
,,,,,NC_029265.1_290595,,,,,
,,,,,NC_029265.1_2734626,,,,,
,,,,,NC_029265.1_2854152,,,,,
,,,,,NC_029265.1_2854242,,,,,
,,,,,NC_029265.1_4007945,,,,,
,,,,,NC_029265.1_6566242,,,,,
,,,,,NC_029265.1_6896565,,,,,
,,,,,NC_029265.1_9169249,,,,,
,,,,,NC_029265.1_11955072,,,,,
,,,,,NC_029265.1_13030577,,,,,
,,,,,NC_029265.1_13102743,,,,,
,,,,,NC_029265.1_13370543,,,,,
,,,,,NC_029265.1_14020305,,,,,
,,,,,NC_029265.1_14342764,,,,,
,,,,,NC_029265.1_14468845,,,,,
,,,,,NC_029265.1_16086676,,,,,
,,,,,NC_029265.1_16538773,,,,,
,,,,,NC_029265.1_16851281,,,,,
,,,,,NC_029265.1_17464434,,,,,
,,,,,NC_029265.1_18098726,,,,,
,,,,,NC_029265.1_18119228,,,,,
,,,,,NC_029265.1_18765102,,,,,
,,,,,NC_029265.1_21849907,,,,,
,,,,,NC_029265.1_21923711,,,,,
,,,,,NC_029265.1_22180693,,,,,
,,,,,NC_029265.1_22456938,,,,,
,,,,,NC_029265.1_22633307,,,,,
,,,,,NC_029265.1_22745427,,,,,
,,,,,NC_029265.1_22984171,,,,,
,,,,,NC_029266.1_714789,,,,,
,,,,,NC_029266.1_1806984,,,,,
,,,,,NC_029266.1_2192350,,,,,
,,,,,NC_029266.1_3607038,,,,,
,,,,,NC_029266.1_3845770,,,,,
,,,,,NC_029266.1_3851784,,,,,
,,,,,NC_029266.1_4012274,,,,,
,,,,,NC_029266.1_4179065,,,,,
,,,,,NC_029266.1_4304943,,,,,
,,,,,NC_029266.1_6969695,,,,,
,,,,,NC_029266.1_7473249,,,,,
,,,,,NC_029266.1_7503885,,,,,
,,,,,NC_029266.1_8559327,,,,,
,,,,,NC_029266.1_9562049,,,,,
,,,,,NC_029266.1_11033106,,,,,
,,,,,NC_029266.1_13743296,,,,,
,,,,,NC_029266.1_15912660,,,,,
,,,,,NC_029266.1_16100811,,,,,
,,,,,NC_029266.1_16811327,,,,,
,,,,,NC_029266.1_17787653,,,,,
,,,,,NC_029266.1_17866690,,,,,
,,,,,NC_029266.1_18491843,,,,,
,,,,,NC_029266.1_19084256,,,,,
,,,,,NC_029266.1_19608180,,,,,
,,,,,NC_029266.1_19939293,,,,,
,,,,,NC_029266.1_20490424,,,,,
,,,,,NC_029266.1_21176363,,,,,
,,,,,NC_029266.1_21459183,,,,,
,,,,,NC_029266.1_22474608,,,,,
,,,,,NC_029266.1_22938097,,,,,
,,,,,NC_029266.1_24682791,,,,,
,,,,,NC_029266.1_25523875,,,,,
,,,,,NC_029266.1_26077403,,,,,
,,,,,NC_029266.1_28697815,,,,,
,,,,,NC_029266.1_28913813,,,,,
,,,,,NC_029267.1_336619,,,,,
,,,,,NC_029267.1_2224377,,,,,
,,,,,NC_029267.1_3008613,,,,,
,,,,,NC_029267.1_4109145,,,,,
,,,,,NC_029267.1_5545730,,,,,
,,,,,NC_029267.1_5674959,,,,,
,,,,,NC_029267.1_7653854,,,,,
,,,,,NC_029267.1_16032691,,,,,
,,,,,NC_029267.1_19986497,,,,,
,,,,,NC_029267.1_23060351,,,,,
,,,,,NC_029267.1_24602234,,,,,
,,,,,NC_029267.1_25930863,,,,,
,,,,,NC_029267.1_26261132,,,,,
,,,,,NC_029267.1_26642869,,,,,
,,,,,NC_029256.1_174497,,,,,
,,,,,NC_029256.1_214352,,,,,
,,,,,NC_029256.1_316537,,,,,
,,,,,NC_029256.1_1193504,,,,,
,,,,,NC_029256.1_1374936,,,,,
,,,,,NC_029256.1_2179875,,,,,
,,,,,NC_029256.1_2540053,,,,,
,,,,,NC_029256.1_3444991,,,,,
,,,,,NC_029256.1_3480371,,,,,
,,,,,NC_029256.1_3616725,,,,,
,,,,,NC_029256.1_3780848,,,,,
,,,,,NC_029256.1_3929764,,,,,
,,,,,NC_029256.1_4076463,,,,,
,,,,,NC_029256.1_4101859,,,,,
,,,,,NC_029256.1_4220009,,,,,
,,,,,NC_029256.1_5623713,,,,,
,,,,,NC_029256.1_5709001,,,,,
,,,,,NC_029256.1_6057238,,,,,
,,,,,NC_029256.1_6432233,,,,,
,,,,,NC_029256.1_6765966,,,,,
,,,,,NC_029256.1_6798864,,,,,
,,,,,NC_029256.1_8326624,,,,,
,,,,,NC_029256.1_13418286,,,,,
,,,,,NC_029256.1_15512723,,,,,
,,,,,NC_029256.1_16327643,,,,,
,,,,,NC_029256.1_19406444,,,,,
,,,,,NC_029256.1_20599334,,,,,
,,,,,NC_029256.1_21351850,,,,,
,,,,,NC_029256.1_21565699,,,,,
,,,,,NC_029256.1_24080499,,,,,
,,,,,NC_029256.1_24088701,,,,,
,,,,,NC_029256.1_24181479,,,,,
,,,,,NC_029256.1_24252949,,,,,
,,,,,NC_029256.1_25086304,,,,,
,,,,,NC_029256.1_25281770,,,,,
,,,,,NC_029256.1_25866208,,,,,
,,,,,NC_029256.1_26106793,,,,,
,,,,,NC_029256.1_26205753,,,,,
,,,,,NC_029256.1_27250493,,,,,
,,,,,NC_029256.1_28311525,,,,,
,,,,,NC_029256.1_28490064,,,,,
,,,,,NC_029256.1_29378591,,,,,
,,,,,NC_029256.1_29935735,,,,,
,,,,,NC_029256.1_30230312,,,,,
,,,,,NC_029256.1_30235962,,,,,
,,,,,NC_029256.1_31412431,,,,,
,,,,,NC_029256.1_32658454,,,,,
,,,,,NC_029256.1_32796501,,,,,
,,,,,NC_029256.1_33766058,,,,,
,,,,,NC_029256.1_33768016,,,,,
,,,,,NC_029256.1_34086311,,,,,
,,,,,NC_029256.1_34281435,,,,,
,,,,,NC_029256.1_34353553,,,,,
,,,,,NC_029256.1_34494348,,,,,
,,,,,NC_029256.1_34897488,,,,,
,,,,,NC_029256.1_35124101,,,,,
,,,,,NC_029256.1_35465444,,,,,
,,,,,NC_029256.1_35468649,,,,,
,,,,,NC_029256.1_35607598,,,,,
,,,,,NC_029256.1_36149920,,,,,
,,,,,NC_029256.1_36267658,,,,,
,,,,,NC_029256.1_36270510,,,,,
,,,,,NC_029256.1_36533847,,,,,
,,,,,NC_029256.1_37534439,,,,,
,,,,,NC_029256.1_37828360,,,,,
,,,,,NC_029256.1_37898357,,,,,
,,,,,NC_029256.1_38092037,,,,,
,,,,,NC_029256.1_38092621,,,,,
,,,,,NC_029256.1_38242705,,,,,
,,,,,NC_029256.1_38674211,,,,,
,,,,,NC_029256.1_38836859,,,,,
,,,,,NC_029256.1_38859875,,,,,
,,,,,NC_029256.1_38898351,,,,,
,,,,,NC_029256.1_39147393,,,,,
,,,,,NC_029256.1_39212319,,,,,
,,,,,NC_029256.1_39230662,,,,,
,,,,,NC_029256.1_39543337,,,,,
,,,,,NC_029256.1_39957256,,,,,
,,,,,NC_029256.1_40262215,,,,,
,,,,,NC_029256.1_40469771,,,,,
,,,,,NC_029256.1_40641753,,,,,
,,,,,NC_029256.1_40684504,,,,,
,,,,,NC_029256.1_40692631,,,,,
,,,,,NC_029256.1_40818574,,,,,
,,,,,NC_029256.1_40832861,,,,,
,,,,,NC_029256.1_41148510,,,,,
,,,,,NC_029256.1_41774920,,,,,
,,,,,NC_029256.1_41818258,,,,,
,,,,,NC_029256.1_41979187,,,,,
,,,,,NC_029256.1_42144077,,,,,
,,,,,NC_029256.1_42156580,,,,,
,,,,,NC_029256.1_42567727,,,,,
,,,,,NC_029256.1_42599828,,,,,
,,,,,NC_029256.1_42930249,,,,,
,,,,,NC_029256.1_43245260,,,,,
,,,,,NC_029257.1_223439,,,,,
,,,,,NC_029257.1_913612,,,,,
,,,,,NC_029257.1_1161810,,,,,
,,,,,NC_029257.1_1558387,,,,,
,,,,,NC_029257.1_1583546,,,,,
,,,,,NC_029257.1_2025375,,,,,
,,,,,NC_029257.1_3502596,,,,,
,,,,,NC_029257.1_3639030,,,,,
,,,,,NC_029257.1_4314534,,,,,
,,,,,NC_029257.1_4699554,,,,,
,,,,,NC_029257.1_4999904,,,,,
,,,,,NC_029257.1_6971212,,,,,
,,,,,NC_029257.1_7113419,,,,,
,,,,,NC_029257.1_7346135,,,,,
,,,,,NC_029257.1_7460592,,,,,
,,,,,NC_029257.1_8187916,,,,,
,,,,,NC_029257.1_8898159,,,,,
,,,,,NC_029257.1_9418869,,,,,
,,,,,NC_029257.1_10076666,,,,,
,,,,,NC_029257.1_12151564,,,,,
,,,,,NC_029257.1_12467699,,,,,
,,,,,NC_029257.1_13200713,,,,,
,,,,,NC_029257.1_13403987,,,,,
,,,,,NC_029257.1_14601852,,,,,
,,,,,NC_029257.1_15727561,,,,,
,,,,,NC_029257.1_18569682,,,,,
,,,,,NC_029257.1_18621511,,,,,
,,,,,NC_029257.1_18992357,,,,,
,,,,,NC_029257.1_19050841,,,,,
,,,,,NC_029257.1_19341459,,,,,
,,,,,NC_029257.1_19487219,,,,,
,,,,,NC_029257.1_19968187,,,,,
,,,,,NC_029257.1_20000329,,,,,
,,,,,NC_029257.1_20144822,,,,,
,,,,,NC_029257.1_20589716,,,,,
,,,,,NC_029257.1_20722278,,,,,
,,,,,NC_029257.1_21001167,,,,,
,,,,,NC_029257.1_21319933,,,,,
,,,,,NC_029257.1_21443359,,,,,
,,,,,NC_029257.1_21515952,,,,,
,,,,,NC_029257.1_22270894,,,,,
,,,,,NC_029257.1_22478976,,,,,
,,,,,NC_029257.1_23882556,,,,,
,,,,,NC_029257.1_24014617,,,,,
,,,,,NC_029257.1_24215958,,,,,
,,,,,NC_029257.1_24678984,,,,,
,,,,,NC_029257.1_24719793,,,,,
,,,,,NC_029257.1_25198354,,,,,
,,,,,NC_029257.1_25529868,,,,,
,,,,,NC_029257.1_25548874,,,,,
,,,,,NC_029257.1_25969391,,,,,
,,,,,NC_029257.1_26510354,,,,,
,,,,,NC_029257.1_26678339,,,,,
,,,,,NC_029257.1_26711781,,,,,
,,,,,NC_029257.1_26790988,,,,,
,,,,,NC_029257.1_27144972,,,,,
,,,,,NC_029257.1_27162234,,,,,
,,,,,NC_029257.1_27244609,,,,,
,,,,,NC_029257.1_27685184,,,,,
,,,,,NC_029257.1_28329975,,,,,
,,,,,NC_029257.1_28376799,,,,,
,,,,,NC_029257.1_28579143,,,,,
,,,,,NC_029257.1_28631102,,,,,
,,,,,NC_029257.1_28633939,,,,,
,,,,,NC_029257.1_28638356,,,,,
,,,,,NC_029257.1_28662451,,,,,
,,,,,NC_029257.1_28724475,,,,,
,,,,,NC_029257.1_28732622,,,,,
,,,,,NC_029257.1_28964838,,,,,
,,,,,NC_029257.1_29213871,,,,,
,,,,,NC_029257.1_29419163,,,,,
,,,,,NC_029257.1_29429218,,,,,
,,,,,NC_029257.1_29547914,,,,,
,,,,,NC_029257.1_29576699,,,,,
,,,,,NC_029257.1_30023134,,,,,
,,,,,NC_029257.1_30104996,,,,,
,,,,,NC_029257.1_30934394,,,,,
,,,,,NC_029257.1_31039790,,,,,
,,,,,NC_029257.1_31278020,,,,,
,,,,,NC_029257.1_31455300,,,,,
,,,,,NC_029257.1_31636376,,,,,
,,,,,NC_029257.1_31702279,,,,,
,,,,,NC_029257.1_31849506,,,,,
,,,,,NC_029257.1_32397173,,,,,
,,,,,NC_029257.1_32432992,,,,,
,,,,,NC_029257.1_32572257,,,,,
,,,,,NC_029257.1_32678686,,,,,
,,,,,NC_029257.1_32858535,,,,,
,,,,,NC_029257.1_32895943,,,,,
,,,,,NC_029257.1_33871068,,,,,
,,,,,NC_029257.1_34670529,,,,,
,,,,,NC_029257.1_35225799,,,,,
,,,,,NC_029257.1_35238925,,,,,
,,,,,NC_029257.1_35712070,,,,,
,,,,,NC_029258.1_180222,,,,,
,,,,,NC_029258.1_198571,,,,,
,,,,,NC_029258.1_202152,,,,,
,,,,,NC_029258.1_399054,,,,,
,,,,,NC_029258.1_511328,,,,,
,,,,,NC_029258.1_982230,,,,,
,,,,,NC_029258.1_1093463,,,,,
,,,,,NC_029258.1_1247287,,,,,
,,,,,NC_029258.1_1299650,,,,,
,,,,,NC_029258.1_1428678,,,,,
,,,,,NC_029258.1_1782927,,,,,
,,,,,NC_029258.1_2658579,,,,,
,,,,,NC_029258.1_2675911,,,,,
,,,,,NC_029258.1_2830198,,,,,
,,,,,NC_029258.1_3469627,,,,,
,,,,,NC_029258.1_3623526,,,,,
,,,,,NC_029258.1_3639998,,,,,
,,,,,NC_029258.1_3804369,,,,,
,,,,,NC_029258.1_3872633,,,,,
,,,,,NC_029258.1_4256886,,,,,
,,,,,NC_029258.1_4256943,,,,,
,,,,,NC_029258.1_4669156,,,,,
,,,,,NC_029258.1_4750879,,,,,
,,,,,NC_029258.1_4820855,,,,,
,,,,,NC_029258.1_5135976,,,,,
,,,,,NC_029258.1_5907615,,,,,
,,,,,NC_029258.1_6139873,,,,,
,,,,,NC_029258.1_6227232,,,,,
,,,,,NC_029258.1_7688961,,,,,
,,,,,NC_029258.1_8458040,,,,,
,,,,,NC_029258.1_8558948,,,,,
,,,,,NC_029258.1_9827833,,,,,
,,,,,NC_029258.1_9946170,,,,,
,,,,,NC_029258.1_10676838,,,,,
,,,,,NC_029258.1_11281617,,,,,
,,,,,NC_029258.1_11616933,,,,,
,,,,,NC_029258.1_12158053,,,,,
,,,,,NC_029258.1_13172075,,,,,
,,,,,NC_029258.1_13281743,,,,,
,,,,,NC_029258.1_13319068,,,,,
,,,,,NC_029258.1_13683978,,,,,
,,,,,NC_029258.1_14597026,,,,,
,,,,,NC_029258.1_15487800,,,,,
,,,,,NC_029258.1_15603450,,,,,
,,,,,NC_029258.1_15698485,,,,,
,,,,,NC_029258.1_16222139,,,,,
,,,,,NC_029258.1_16311226,,,,,
,,,,,NC_029258.1_16734084,,,,,
,,,,,NC_029258.1_17195959,,,,,
,,,,,NC_029258.1_17267495,,,,,
,,,,,NC_029258.1_17269652,,,,,
,,,,,NC_029258.1_18117564,,,,,
,,,,,NC_029258.1_18768076,,,,,
,,,,,NC_029258.1_19174820,,,,,
,,,,,NC_029258.1_23499675,,,,,
,,,,,NC_029258.1_23970340,,,,,
,,,,,NC_029258.1_23992038,,,,,
,,,,,NC_029258.1_24198725,,,,,
,,,,,NC_029258.1_24753651,,,,,
,,,,,NC_029258.1_25060710,,,,,
,,,,,NC_029258.1_26467326,,,,,
,,,,,NC_029258.1_27853006,,,,,
,,,,,NC_029258.1_28157750,,,,,
,,,,,NC_029258.1_28268373,,,,,
,,,,,NC_029258.1_28470308,,,,,
,,,,,NC_029258.1_28519793,,,,,
,,,,,NC_029258.1_29574402,,,,,
,,,,,NC_029258.1_29834343,,,,,
,,,,,NC_029258.1_30058248,,,,,
,,,,,NC_029258.1_30066269,,,,,
,,,,,NC_029258.1_30613089,,,,,
,,,,,NC_029258.1_31848096,,,,,
,,,,,NC_029258.1_32923406,,,,,
,,,,,NC_029258.1_33130124,,,,,
,,,,,NC_029258.1_34051044,,,,,
,,,,,NC_029258.1_34459323,,,,,
,,,,,NC_029258.1_34459499,,,,,
,,,,,NC_029258.1_34570540,,,,,
,,,,,NC_029258.1_34592405,,,,,
,,,,,NC_029258.1_35141440,,,,,
,,,,,NC_029259.1_263571,,,,,
,,,,,NC_029259.1_476045,,,,,
,,,,,NC_029259.1_1914395,,,,,
,,,,,NC_029259.1_2030407,,,,,
,,,,,NC_029259.1_2471257,,,,,
,,,,,NC_029259.1_5127639,,,,,
,,,,,NC_029259.1_5158212,,,,,
,,,,,NC_029259.1_11379279,,,,,
,,,,,NC_029259.1_11690712,,,,,
,,,,,NC_029259.1_13471890,,,,,
,,,,,NC_029259.1_15070774,,,,,
,,,,,NC_029259.1_18566523,,,,,
,,,,,NC_029259.1_18966180,,,,,
,,,,,NC_029259.1_19359151,,,,,
,,,,,NC_029259.1_19471781,,,,,
,,,,,NC_029259.1_19922772,,,,,
,,,,,NC_029259.1_19999251,,,,,
,,,,,NC_029259.1_20249931,,,,,
,,,,,NC_029259.1_20660225,,,,,
,,,,,NC_029259.1_21600766,,,,,
,,,,,NC_029259.1_21673100,,,,,
,,,,,NC_029259.1_21998763,,,,,
,,,,,NC_029259.1_23198999,,,,,
,,,,,NC_029259.1_23439375,,,,,
,,,,,NC_029259.1_23551668,,,,,
,,,,,NC_029259.1_23571129,,,,,
,,,,,NC_029259.1_23625773,,,,,
,,,,,NC_029259.1_24208720,,,,,
,,,,,NC_029259.1_24285199,,,,,
,,,,,NC_029259.1_24921463,,,,,
,,,,,NC_029259.1_25029909,,,,,
,,,,,NC_029259.1_26020116,,,,,
,,,,,NC_029259.1_26222793,,,,,
,,,,,NC_029259.1_26226575,,,,,
,,,,,NC_029259.1_26908702,,,,,
,,,,,NC_029259.1_26970052,,,,,
,,,,,NC_029259.1_26982347,,,,,
,,,,,NC_029259.1_27475744,,,,,
,,,,,NC_029259.1_27543619,,,,,
,,,,,NC_029259.1_28289922,,,,,
,,,,,NC_029259.1_28739796,,,,,
,,,,,NC_029259.1_28903395,,,,,
,,,,,NC_029259.1_29080837,,,,,
,,,,,NC_029259.1_29218324,,,,,
,,,,,NC_029259.1_29287039,,,,,
,,,,,NC_029259.1_29603862,,,,,
,,,,,NC_029259.1_29639098,,,,,
,,,,,NC_029259.1_29870752,,,,,
,,,,,NC_029259.1_29941294,,,,,
,,,,,NC_029259.1_30320687,,,,,
,,,,,NC_029259.1_30513996,,,,,
,,,,,NC_029259.1_31387730,,,,,
,,,,,NC_029259.1_31674845,,,,,
,,,,,NC_029259.1_31677001,,,,,
,,,,,NC_029259.1_31710773,,,,,
,,,,,NC_029259.1_31997419,,,,,
,,,,,NC_029259.1_32326934,,,,,
,,,,,NC_029259.1_33017280,,,,,
,,,,,NC_029259.1_33094033,,,,,
,,,,,NC_029259.1_33164751,,,,,
,,,,,NC_029259.1_33507342,,,,,
,,,,,NC_029259.1_33861549,,,,,
,,,,,NC_029259.1_34363917,,,,,
,,,,,NC_029259.1_34374172,,,,,
,,,,,NC_029259.1_35045349,,,,,
,,,,,NC_029259.1_35244613,,,,,
,,,,,NC_029260.1_226599,,,,,
,,,,,NC_029260.1_646580,,,,,
,,,,,NC_029260.1_772693,,,,,
,,,,,NC_029260.1_938989,,,,,
,,,,,NC_029260.1_1441038,,,,,
,,,,,NC_029260.1_2289996,,,,,
,,,,,NC_029260.1_3759006,,,,,
,,,,,NC_029260.1_4164884,,,,,
,,,,,NC_029260.1_4248931,,,,,
,,,,,NC_029260.1_4249077,,,,,
,,,,,NC_029260.1_4691090,,,,,
,,,,,NC_029260.1_5370455,,,,,
,,,,,NC_029260.1_5809340,,,,,
,,,,,NC_029260.1_6164427,,,,,
,,,,,NC_029260.1_6840756,,,,,
,,,,,NC_029260.1_13760182,,,,,
